customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,subscription_status_binary,discount_applied_binary,promo_code_used_binary,total_spendings
936,58,Male,Hoodie,Clothing,51,Ohio,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,56-65,1,1,1,153
937,31,Male,Shoes,Footwear,84,Maine,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly,26-35,1,1,1,2436
938,32,Male,Shorts,Clothing,24,Iowa,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly,26-35,1,1,1,456
939,36,Male,Blouse,Clothing,97,Wisconsin,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly,36-45,1,1,1,2134
940,25,Male,T-shirt,Clothing,89,New York,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly,18-25,1,1,1,2225
941,48,Male,Belt,Accessories,44,Colorado,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months,46-55,1,1,1,704
942,39,Male,Handbag,Accessories,35,Illinois,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months,36-45,1,1,1,1365
943,26,Male,Dress,Clothing,91,Arizona,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly,26-35,1,1,1,3549
944,32,Male,Hat,Accessories,63,Oklahoma,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly,26-35,1,1,1,882
946,38,Male,Boots,Footwear,38,Minnesota,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months,36-45,1,1,1,342
947,46,Male,Coat,Outerwear,24,Pennsylvania,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,46-55,1,1,1,120
948,57,Male,Blouse,Clothing,32,Indiana,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months,56-65,1,1,1,224
949,49,Male,Hat,Accessories,90,Alabama,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months,46-55,1,1,1,1080
950,33,Male,Jeans,Clothing,36,Montana,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly,26-35,1,1,1,1800
1004,56,Male,Hat,Accessories,68,Ohio,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,56-65,1,1,1,272
951,54,Male,Backpack,Accessories,37,New Mexico,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly,46-55,1,1,1,1147
952,47,Male,Dress,Clothing,51,Alaska,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly,46-55,1,1,1,1785
953,36,Male,Hat,Accessories,71,Idaho,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly,36-45,1,1,1,2059
954,68,Male,Sunglasses,Accessories,50,Utah,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,65+,1,1,1,1850
955,60,Male,Hat,Accessories,74,Louisiana,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months,56-65,1,1,1,1406
956,55,Male,Dress,Clothing,75,Mississippi,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly,46-55,1,1,1,375
957,29,Male,Shirt,Clothing,99,Mississippi,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,26-35,1,1,1,4257
958,38,Male,Scarf,Accessories,23,Indiana,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly,36-45,1,1,1,276
959,70,Male,Sneakers,Footwear,53,Washington,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly,65+,1,1,1,1696
960,36,Male,Skirt,Clothing,99,Nevada,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly,36-45,1,1,1,1287
961,18,Male,Jewelry,Accessories,48,Louisiana,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly,18-25,1,1,1,1008
962,62,Male,Boots,Footwear,72,Pennsylvania,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,56-65,1,1,1,2736
963,29,Male,Sunglasses,Accessories,64,Michigan,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly,26-35,1,1,1,1728
964,21,Male,Boots,Footwear,63,South Carolina,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,18-25,1,1,1,945
965,42,Male,Sandals,Footwear,51,Arizona,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly,36-45,1,1,1,663
966,43,Male,Boots,Footwear,55,Delaware,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually,36-45,1,1,1,605
967,58,Male,Dress,Clothing,55,Kentucky,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually,56-65,1,1,1,1100
968,27,Male,Hoodie,Clothing,26,Georgia,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly,26-35,1,1,1,130
969,57,Male,Shorts,Clothing,67,North Carolina,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly,56-65,1,1,1,3283
970,40,Male,Coat,Outerwear,31,California,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly,36-45,1,1,1,1178
971,45,Male,Jeans,Clothing,66,California,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly,36-45,1,1,1,330
972,47,Male,Sunglasses,Accessories,67,Indiana,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly,46-55,1,1,1,1072
973,61,Male,Sneakers,Footwear,61,Colorado,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,56-65,1,1,1,2074
974,60,Male,Jacket,Outerwear,75,Colorado,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,56-65,1,1,1,2325
975,69,Male,Skirt,Clothing,90,North Carolina,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,65+,1,1,1,2160
976,58,Male,Sweater,Clothing,40,Washington,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,56-65,1,1,1,120
977,34,Male,T-shirt,Clothing,90,Florida,Gray,Fall,3.6,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,26-35,1,1,1,4590
978,20,Male,Belt,Accessories,20,Washington,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly,18-25,1,1,1,700
979,56,Male,Gloves,Accessories,40,Colorado,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,56-65,1,1,1,1360
980,64,Male,Hat,Accessories,33,New Hampshire,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,56-65,1,1,1,1155
981,56,Male,Boots,Footwear,98,Maryland,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months,56-65,1,1,1,3920
982,27,Male,Belt,Accessories,42,Maryland,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,26-35,1,1,1,2016
983,35,Male,Coat,Outerwear,62,Texas,Red,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Monthly,26-35,1,1,1,2356
984,24,Male,Hat,Accessories,45,New Mexico,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,18-25,1,1,1,1845
985,26,Male,Shoes,Footwear,78,Utah,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,26-35,1,1,1,702
986,32,Male,Handbag,Accessories,80,West Virginia,Gray,Fall,5.0,Yes,Express,Yes,Yes,12,Bank Transfer,Annually,26-35,1,1,1,1040
987,54,Male,Scarf,Accessories,96,Connecticut,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,46-55,1,1,1,3552
988,62,Male,Handbag,Accessories,47,West Virginia,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly,56-65,1,1,1,2303
989,50,Male,Pants,Clothing,84,Ohio,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly,46-55,1,1,1,4032
990,70,Male,Shoes,Footwear,31,Texas,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,65+,1,1,1,93
991,48,Male,Sunglasses,Accessories,63,Washington,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly,46-55,1,1,1,1575
992,20,Male,Shorts,Clothing,97,Wisconsin,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,18-25,1,1,1,3977
993,46,Male,Jacket,Outerwear,99,Louisiana,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly,46-55,1,1,1,5049
994,51,Male,Sandals,Footwear,90,Iowa,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly,46-55,1,1,1,2340
995,53,Male,Shoes,Footwear,68,New York,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly,46-55,1,1,1,1428
1049,30,Male,Socks,Clothing,77,Maine,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly,26-35,1,1,1,1540
996,44,Male,Jewelry,Accessories,80,Idaho,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,36-45,1,1,1,880
997,29,Male,Sandals,Footwear,91,Delaware,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,26-35,1,1,1,3003
998,64,Male,Pants,Clothing,30,Kentucky,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly,56-65,1,1,1,960
999,51,Male,Shoes,Footwear,90,Connecticut,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,46-55,1,1,1,4410
1000,50,Male,Socks,Clothing,28,New Mexico,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,46-55,1,1,1,672
1001,43,Male,Socks,Clothing,46,Georgia,Red,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,36-45,1,1,1,92
1002,61,Male,Dress,Clothing,60,Washington,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly,56-65,1,1,1,300
1003,55,Male,Shoes,Footwear,59,North Dakota,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,46-55,1,1,1,236
1005,33,Male,Backpack,Accessories,79,Tennessee,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually,26-35,1,1,1,3555
1006,43,Male,Backpack,Accessories,94,New York,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,36-45,1,1,1,564
1007,21,Male,Pants,Clothing,83,Michigan,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly,18-25,1,1,1,4233
1008,58,Male,Gloves,Accessories,62,Georgia,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually,56-65,1,1,1,186
1009,41,Male,Scarf,Accessories,85,New Mexico,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually,36-45,1,1,1,2550
1010,39,Male,Hoodie,Clothing,30,Louisiana,Silver,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually,36-45,1,1,1,360
1011,54,Male,Jeans,Clothing,24,South Dakota,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,46-55,1,1,1,912
1012,43,Male,Backpack,Accessories,25,Montana,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,36-45,1,1,1,825
1013,28,Male,Sandals,Footwear,37,New Mexico,Teal,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually,26-35,1,1,1,1036
1014,59,Male,Belt,Accessories,69,South Carolina,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,56-65,1,1,1,2208
1015,28,Male,Shoes,Footwear,97,Ohio,Violet,Summer,3.0,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly,26-35,1,1,1,3589
1016,68,Male,Gloves,Accessories,24,North Carolina,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly,65+,1,1,1,840
1017,20,Male,Belt,Accessories,30,Idaho,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,18-25,1,1,1,480
1018,21,Male,Jacket,Outerwear,53,Oklahoma,Orange,Fall,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually,18-25,1,1,1,795
1019,50,Male,Dress,Clothing,70,Georgia,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly,46-55,1,1,1,3290
1020,32,Male,Shirt,Clothing,76,Kentucky,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly,26-35,1,1,1,2584
1021,24,Male,Scarf,Accessories,95,Delaware,Black,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually,18-25,1,1,1,3990
1022,55,Male,Coat,Outerwear,51,Massachusetts,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,46-55,1,1,1,2040
1023,61,Male,Handbag,Accessories,41,Nebraska,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually,56-65,1,1,1,328
1024,61,Male,Sunglasses,Accessories,71,Maine,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,56-65,1,1,1,2130
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly,26-35,1,1,1,1254
1026,60,Male,Shirt,Clothing,84,Nebraska,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually,56-65,1,1,1,1344
1027,49,Male,Handbag,Accessories,95,Virginia,Turquoise,Winter,3.0,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly,46-55,1,1,1,3800
1028,33,Male,Jewelry,Accessories,90,Ohio,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly,26-35,1,1,1,1080
1029,45,Male,Hoodie,Clothing,36,Nebraska,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly,36-45,1,1,1,180
1030,29,Male,Gloves,Accessories,22,Ohio,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,26-35,1,1,1,748
1031,58,Male,Coat,Outerwear,89,Kentucky,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,56-65,1,1,1,3382
1032,22,Male,Sandals,Footwear,50,Tennessee,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly,18-25,1,1,1,1650
1033,55,Male,Boots,Footwear,36,Maine,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,46-55,1,1,1,1620
1034,19,Male,Pants,Clothing,52,Montana,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,18-25,1,1,1,2184
1035,68,Male,Socks,Clothing,29,Maryland,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,65+,1,1,1,1305
1036,61,Male,Blouse,Clothing,89,Georgia,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually,56-65,1,1,1,2937
1037,68,Male,Handbag,Accessories,47,Hawaii,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,65+,1,1,1,658
1038,52,Male,Jewelry,Accessories,25,Rhode Island,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,46-55,1,1,1,1225
1039,41,Male,Pants,Clothing,74,Nebraska,Cyan,Fall,3.0,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly,36-45,1,1,1,296
1040,29,Male,Belt,Accessories,46,Michigan,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly,26-35,1,1,1,1840
1041,68,Male,Jeans,Clothing,22,North Carolina,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly,65+,1,1,1,176
1042,36,Male,Shirt,Clothing,25,Minnesota,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly,36-45,1,1,1,300
1043,55,Male,Belt,Accessories,80,Maryland,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly,46-55,1,1,1,3840
1044,28,Male,Jeans,Clothing,76,Hawaii,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,26-35,1,1,1,2204
1045,39,Male,Jeans,Clothing,30,Oregon,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,36-45,1,1,1,540
1046,54,Male,Sweater,Clothing,79,New Mexico,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,46-55,1,1,1,948
1047,40,Male,Sneakers,Footwear,22,Illinois,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually,36-45,1,1,1,286
1048,31,Male,Socks,Clothing,36,Utah,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly,26-35,1,1,1,288
1050,45,Male,Sunglasses,Accessories,33,Virginia,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly,36-45,1,1,1,825
1051,48,Male,Sneakers,Footwear,64,Florida,Beige,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly,46-55,1,1,1,1280
1052,45,Male,Socks,Clothing,53,Ohio,Indigo,Fall,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually,36-45,1,1,1,2120
1053,60,Male,Shoes,Footwear,36,Virginia,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,56-65,1,1,1,72
1054,59,Male,Blouse,Clothing,70,Kansas,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,56-65,0,1,1,770
1055,18,Male,Shorts,Clothing,96,Arkansas,Cyan,Winter,4.9,No,Express,Yes,Yes,48,PayPal,Quarterly,18-25,0,1,1,4704
1056,70,Male,Jacket,Outerwear,27,Massachusetts,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually,65+,0,1,1,675
1057,20,Male,Sweater,Clothing,64,Idaho,Black,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,18-25,0,1,1,2752
1058,65,Male,Jacket,Outerwear,23,Wisconsin,Maroon,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,56-65,0,1,1,483
1059,29,Male,Scarf,Accessories,33,New Mexico,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,26-35,0,1,1,1650
1060,22,Male,Jacket,Outerwear,34,North Carolina,Beige,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly,18-25,0,1,1,884
1061,27,Male,Sweater,Clothing,35,Iowa,Gray,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,26-35,0,1,1,770
1062,36,Male,Coat,Outerwear,62,Idaho,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,36-45,0,1,1,806
1063,59,Male,Boots,Footwear,75,Ohio,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,56-65,0,1,1,1650
1064,62,Male,Hoodie,Clothing,29,Alabama,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly,56-65,0,1,1,1044
1065,34,Male,Hat,Accessories,28,Wyoming,Violet,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months,26-35,0,1,1,1204
1066,59,Male,T-shirt,Clothing,20,Alabama,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,56-65,0,1,1,80
1067,49,Male,Coat,Outerwear,96,Mississippi,Red,Winter,4.0,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,46-55,0,1,1,1152
1068,18,Male,Dress,Clothing,43,Pennsylvania,Peach,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,18-25,0,1,1,989
1069,55,Male,Shirt,Clothing,94,Wyoming,Olive,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly,46-55,0,1,1,4512
1070,38,Male,Skirt,Clothing,81,Maryland,White,Fall,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,36-45,0,1,1,2754
1071,50,Male,Jewelry,Accessories,75,North Carolina,Magenta,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly,46-55,0,1,1,3825
1072,61,Male,Hat,Accessories,81,Pennsylvania,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly,56-65,0,1,1,3807
1073,48,Male,Shorts,Clothing,92,Idaho,Gold,Fall,3.5,No,Express,Yes,Yes,34,Debit Card,Fortnightly,46-55,0,1,1,3220
1074,22,Male,Scarf,Accessories,96,California,Purple,Spring,4.0,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly,18-25,0,1,1,3264
1075,48,Male,Jewelry,Accessories,71,Tennessee,White,Fall,2.6,No,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,46-55,0,1,1,3266
1076,57,Male,Sunglasses,Accessories,50,Missouri,Indigo,Summer,4.9,No,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,56-65,0,1,1,1650
1077,33,Male,Coat,Outerwear,72,North Dakota,Charcoal,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,26-35,0,1,1,3456
1078,58,Male,Jacket,Outerwear,28,West Virginia,Pink,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly,56-65,0,1,1,168
1079,37,Male,Sweater,Clothing,59,Arizona,Silver,Fall,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly,36-45,0,1,1,2950
1080,18,Male,Coat,Outerwear,33,Oklahoma,Blue,Summer,4.4,No,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,18-25,0,1,1,1617
1081,65,Male,Scarf,Accessories,59,Pennsylvania,Blue,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months,56-65,0,1,1,1357
1082,62,Male,Belt,Accessories,30,Idaho,Brown,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually,56-65,0,1,1,1380
1083,54,Male,Hat,Accessories,85,South Carolina,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly,46-55,0,1,1,2635
1084,35,Male,Backpack,Accessories,97,Washington,Teal,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly,26-35,0,1,1,4268
1085,34,Male,T-shirt,Clothing,36,Arkansas,Purple,Fall,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly,26-35,0,1,1,1764
1086,25,Male,Jewelry,Accessories,85,Utah,Turquoise,Winter,3.0,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,18-25,0,1,1,2040
1087,53,Male,Sunglasses,Accessories,62,Alaska,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,46-55,0,1,1,1736
1088,45,Male,Jeans,Clothing,71,West Virginia,White,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,36-45,0,1,1,568
1089,49,Male,Pants,Clothing,21,Louisiana,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly,46-55,0,1,1,63
1090,40,Male,Backpack,Accessories,61,Arizona,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,36-45,0,1,1,2074
1091,38,Male,Scarf,Accessories,58,Connecticut,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly,36-45,0,1,1,1624
1092,44,Male,Sweater,Clothing,80,North Carolina,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,36-45,0,1,1,560
1093,68,Male,Jewelry,Accessories,50,South Dakota,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,65+,0,1,1,1050
1094,60,Male,Sneakers,Footwear,48,Delaware,Indigo,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,56-65,0,1,1,2256
1095,25,Male,Jewelry,Accessories,40,Connecticut,Black,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly,18-25,0,1,1,1040
1096,19,Male,Coat,Outerwear,34,Tennessee,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,18-25,0,1,1,1054
1097,57,Male,Coat,Outerwear,46,New Hampshire,Beige,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually,56-65,0,1,1,2254
1098,58,Male,Sunglasses,Accessories,27,Vermont,Black,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,56-65,0,1,1,1296
1099,49,Male,Handbag,Accessories,98,Idaho,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly,46-55,0,1,1,2744
1100,19,Male,Sweater,Clothing,73,North Carolina,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,18-25,0,1,1,3358
1101,50,Male,Pants,Clothing,28,Nevada,Gold,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly,46-55,0,1,1,84
1102,30,Male,Gloves,Accessories,76,Delaware,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly,26-35,0,1,1,3040
1103,52,Male,Sweater,Clothing,83,Texas,Peach,Fall,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly,46-55,0,1,1,2075
1104,35,Male,Hoodie,Clothing,23,Tennessee,Charcoal,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,26-35,0,1,1,207
1105,35,Male,Hat,Accessories,28,Delaware,Beige,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly,26-35,0,1,1,252
1106,33,Male,T-shirt,Clothing,83,Massachusetts,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,26-35,0,1,1,581
